Census Tract,CE01totcounts,CE02totcounts,CE03totcounts,C000totcounts,ct,CE01Percent,CE02Percent,CE03Percent,TractLabel
001503,233,264,614,1111,001503,0.20972097209720972,0.2376237623762376,0.5526552655265526,6
001504,379,465,1068,1912,001504,0.19822175732217573,0.24320083682008367,0.5585774058577406,6
001505,170,292,530,992,001505,0.17137096774193547,0.29435483870967744,0.5342741935483871,6
001600,5077,6130,7294,18501,001600,0.27441759904870006,0.33133344143559806,0.3942489595157019,5
001700,2461,3352,4480,10293,001700,0.23909453026328573,0.3256582143204119,0.4352472554163023,5
001701,469,556,465,1490,001701,0.31476510067114094,0.3731543624161074,0.31208053691275167,3
001702,511,620,702,1833,001702,0.27877795962902346,0.3382433169667212,0.3829787234042553,5
001800,4266,5419,5600,15285,001800,0.2790971540726202,0.35453058554138045,0.36637226038599935,5
001801,954,1009,2057,4020,001801,0.2373134328358209,0.25099502487562186,0.5116915422885572,6
001802,896,977,1632,3505,001802,0.25563480741797434,0.2787446504992867,0.46562054208273895,6
001900,2767,3667,4340,10774,001900,0.2568219788379432,0.34035641358826807,0.40282160757378876,5
001901,598,663,1199,2460,001901,0.24308943089430896,0.26951219512195124,0.48739837398373986,6
001902,320,414,878,1612,001902,0.19851116625310175,0.25682382133995035,0.5446650124069479,6
002000,4475,6077,5960,16512,002000,0.27101501937984496,0.36803536821705424,0.36094961240310075,5
002001,232,327,613,1172,002001,0.19795221843003413,0.2790102389078498,0.523037542662116,6
002002,266,371,781,1418,002002,0.18758815232722145,0.2616361071932299,0.5507757404795487,6
002100,2540,3418,7026,12984,002100,0.19562538508934071,0.2632470733210105,0.5411275415896488,6
002101,615,806,1065,2486,002101,0.24738535800482703,0.3242156074014481,0.42839903459372486,5
002103,280,251,749,1280,002103,0.21875,0.19609375,0.58515625,6
002104,443,511,1244,2198,002104,0.20154686078252956,0.23248407643312102,0.5659690627843494,6
002105,161,188,442,791,002105,0.20353982300884957,0.23767383059418457,0.5587863463969659,6
002106,229,415,504,1148,002106,0.1994773519163763,0.3614982578397213,0.43902439024390244,5
002107,161,208,455,824,002107,0.1953883495145631,0.2524271844660194,0.5521844660194175,6
002200,1936,2857,2633,7426,002200,0.2607056288715325,0.38472932938324805,0.3545650417452195,5
002201,881,1124,1834,3839,002201,0.2294868455326908,0.2927845793175306,0.47772857514977857,6
002202,585,638,1721,2944,002202,0.19870923913043478,0.21671195652173914,0.584578804347826,6
002203,141,188,419,748,002203,0.18850267379679145,0.25133689839572193,0.5601604278074866,6
002204,329,396,1063,1788,002204,0.18400447427293065,0.2214765100671141,0.5945190156599552,6
002300,3308,4551,3886,11745,002300,0.28165176670923797,0.3874840357598978,0.3308641975308642,5
002400,1998,2664,1644,6306,002400,0.3168411037107517,0.4224548049476689,0.26070409134157946,1
002401,154,218,432,804,002401,0.19154228855721392,0.27114427860696516,0.5373134328358209,6
002402,244,330,818,1392,002402,0.1752873563218391,0.23706896551724138,0.5876436781609196,6
002403,491,616,1097,2204,002403,0.22277676950998185,0.279491833030853,0.49773139745916517,6
002404,206,331,609,1146,002404,0.17975567190226877,0.28883071553228623,0.5314136125654451,6
002405,262,344,649,1255,002405,0.20876494023904382,0.27410358565737053,0.5171314741035856,6
002500,1986,2673,1738,6397,002500,0.3104580272002501,0.4178521181803971,0.2716898546193528,1
002502,308,260,187,755,002502,0.40794701986754967,0.3443708609271523,0.247682119205298,1
002600,1018,1553,1441,4012,002600,0.25373878364905283,0.3870887337986042,0.35917248255234296,5
002601,427,548,796,1771,002601,0.24110671936758893,0.3094297007340486,0.4494635798983625,5
002602,519,513,1220,2252,002602,0.23046181172291297,0.227797513321492,0.5417406749555951,6
002700,1161,1419,1395,3975,002700,0.2920754716981132,0.3569811320754717,0.35094339622641507,5
002701,355,397,200,952,002701,0.37289915966386555,0.4170168067226891,0.21008403361344538,1
002702,687,784,380,1851,002702,0.3711507293354943,0.4235548352242031,0.20529443544030254,1
002800,1908,2727,3544,8179,002800,0.23328035212128623,0.3334148428903289,0.43330480498838486,5
002900,2380,2935,3614,8929,002900,0.26654720573412477,0.32870422219733453,0.4047485720685407,5
002901,654,865,769,2288,002901,0.28583916083916083,0.3780594405594406,0.3361013986013986,5
003000,1511,1989,1742,5242,003000,0.28824876001526134,0.3794353300267074,0.3323159099580313,5
003001,504,544,1518,2566,003001,0.19641465315666407,0.21200311769290725,0.5915822291504287,6
003002,355,315,916,1586,003002,0.22383354350567466,0.19861286254728877,0.5775535939470365,6
003100,2190,2611,3769,8570,003100,0.2555425904317386,0.30466744457409567,0.43978996499416567,5
003200,1543,2072,3747,7362,003200,0.20958978538440642,0.28144525944036947,0.5089649551752241,6
003300,2212,2766,5621,10599,003300,0.20869893386168506,0.26096801585055196,0.530333050287763,6
003301,378,524,225,1127,003301,0.33540372670807456,0.4649511978704525,0.19964507542147295,1
003302,385,398,167,950,003302,0.4052631578947368,0.4189473684210526,0.17578947368421052,1
003400,2577,2967,4947,10491,003400,0.2456391192450672,0.2828138404346583,0.4715470403202745,6
003500,1716,2073,1823,5612,003500,0.3057733428367783,0.3693870277975766,0.32483962936564503,3
003600,1703,2518,3180,7401,003600,0.23010403999459533,0.3402242940143224,0.4296716659910823,5
003601,726,851,1029,2606,003601,0.27858787413660785,0.32655410590943973,0.3948580199539524,5
003602,693,729,1158,2580,003602,0.2686046511627907,0.28255813953488373,0.44883720930232557,6
003700,1823,2223,3284,7330,003700,0.24870395634379264,0.3032742155525239,0.4480218281036835,5
003800,2425,2859,4920,10204,003800,0.2376519012152097,0.2801842414739318,0.4821638573108585,6
003802,93,29,22,144,003802,0.6458333333333334,0.2013888888888889,0.1527777777777778,0
003805,605,896,709,2210,003805,0.2737556561085973,0.40542986425339367,0.3208144796380091,5
003900,2403,2956,4958,10317,003900,0.23291654550741495,0.28651739846854707,0.480566056024038,6
003901,191,163,82,436,003901,0.4380733944954128,0.3738532110091743,0.18807339449541285,1
004000,3139,3841,6438,13418,004000,0.23393948427485467,0.28625726635862275,0.4798032493665226,6
004001,867,1079,914,2860,004001,0.30314685314685313,0.37727272727272726,0.3195804195804196,3
004002,124,185,160,469,004002,0.26439232409381663,0.39445628997867804,0.3411513859275053,5
004100,2762,3275,4376,10413,004100,0.2652453663689619,0.31451070776913476,0.4202439258619034,5
004200,2424,3257,4388,10069,004200,0.2407389015791042,0.3234680703148277,0.4357930281060681,5
004300,2282,2892,4344,9518,004300,0.2397562513133011,0.30384534566085314,0.4563984030258458,5
004301,106,82,39,227,004301,0.4669603524229075,0.36123348017621143,0.17180616740088106,1
004302,201,180,105,486,004302,0.41358024691358025,0.37037037037037035,0.21604938271604937,1
004400,1959,2494,7818,12271,004400,0.1596446907342515,0.2032434194442181,0.6371118898215304,6
004401,776,1150,775,2701,004401,0.28730099962976674,0.4257682339874121,0.28693076638282117,4
004402,373,384,98,855,004402,0.43625730994152045,0.44912280701754387,0.11461988304093568,1
004500,1933,2081,4328,8342,004500,0.23171901222728364,0.2494605610165428,0.5188204267561736,6
004600,992,1171,1954,4117,004600,0.24095214962351227,0.2844304104930775,0.47461743988341026,6
004601,464,411,439,1314,004601,0.3531202435312024,0.3127853881278539,0.3340943683409437,3
004602,254,288,99,641,004602,0.3962558502340094,0.44929797191887677,0.1544461778471139,1
004700,1926,2268,4056,8250,004700,0.23345454545454544,0.27490909090909094,0.49163636363636365,6
004701,367,464,268,1099,004701,0.33393994540491356,0.4222020018198362,0.24385805277525022,1
004702,243,352,161,756,004702,0.32142857142857145,0.4656084656084656,0.21296296296296297,1
004800,2018,2596,5593,10207,004800,0.19770745566767906,0.2543352601156069,0.547957284216714,6
004900,1852,2080,4408,8340,004900,0.22206235011990408,0.24940047961630696,0.528537170263789,6
005000,1736,1963,4570,8269,005000,0.20994074253234973,0.23739267142338855,0.5526665860442617,6
005001,609,899,1388,2896,005001,0.2102900552486188,0.3104281767955801,0.47928176795580113,5
005002,756,1046,1693,3495,005002,0.21630901287553647,0.29928469241773964,0.4844062947067239,6
005100,2436,3147,3366,8949,005100,0.27220918538384176,0.3516594032852833,0.37613141133087497,5
005200,1780,1875,3465,7120,005200,0.25,0.2633426966292135,0.4866573033707865,6
005201,439,544,1035,2018,005201,0.21754212091179387,0.26957383548067393,0.5128840436075323,6
005202,405,506,988,1899,005202,0.2132701421800948,0.2664560294892048,0.5202738283307003,6
005300,2127,2494,3479,8100,005300,0.2625925925925926,0.30790123456790125,0.42950617283950615,5
005400,2941,3805,6077,12823,005400,0.22935350541994853,0.2967324339078219,0.4739140606722296,6
005500,1776,2036,2283,6095,005500,0.29138638228055785,0.3340442986054143,0.3745693191140279,5
005501,219,205,1476,1900,005501,0.11526315789473685,0.10789473684210527,0.7768421052631579,6
005502,157,211,905,1273,005502,0.12333071484681854,0.1657501963864886,0.7109190887666929,6
005600,1678,1757,2184,5619,005600,0.2986296494038085,0.3126890905855134,0.38868126001067804,5
005601,338,450,1169,1957,005601,0.17271333673990802,0.22994379151762903,0.5973428717424629,6
005602,226,238,540,1004,005602,0.2250996015936255,0.23705179282868527,0.5378486055776892,6
005700,1505,1757,2494,5756,005700,0.2614662960389159,0.30524669909659485,0.43328700486448923,5
005701,524,636,1594,2754,005701,0.19026870007262164,0.23093681917211328,0.5787944807552651,6
005702,285,310,759,1354,005702,0.21048744460856722,0.22895125553914328,0.5605612998522895,6
005800,2136,2769,4629,9534,005800,0.22404027690371303,0.29043423536815605,0.4855254877281309,6
005801,539,653,417,1609,005801,0.33499067743940336,0.40584213797389684,0.2591671845866998,1
005802,637,784,432,1853,005802,0.34376686454398275,0.423097679438748,0.2331354560172693,1
005900,1999,2310,4197,8506,005900,0.23501058076651776,0.2715730072889725,0.49341641194450975,6
005901,452,556,970,1978,005901,0.22851365015166836,0.2810920121334681,0.4903943377148635,6
005902,790,1084,1839,3713,005902,0.2127659574468085,0.29194721249663347,0.49528683005655805,6
006000,1897,2536,4099,8532,006000,0.22233942803563056,0.2972339428035631,0.48042662916080636,6
006100,2208,2930,5037,10175,006100,0.217002457002457,0.28796068796068797,0.495036855036855,6
006101,379,500,247,1126,006101,0.33658969804618116,0.44404973357015987,0.21936056838365897,1
006102,237,253,124,614,006102,0.38599348534201955,0.41205211726384366,0.20195439739413681,1
006103,282,409,457,1148,006103,0.2456445993031359,0.35627177700348434,0.3980836236933798,5
006200,2001,2656,3307,7964,006200,0.25125565042692116,0.33350075339025614,0.4152435961828227,5
006201,355,591,1000,1946,006201,0.18242548818088386,0.30369989722507706,0.513874614594039,5
006202,400,594,996,1990,006202,0.20100502512562815,0.2984924623115578,0.5005025125628141,6
006300,2909,3315,6093,12317,006300,0.23617764065925145,0.26914021271413496,0.49468214662661364,6
006301,499,607,560,1666,006301,0.2995198079231693,0.36434573829531813,0.33613445378151263,5
006302,257,260,537,1054,006302,0.24383301707779886,0.24667931688804554,0.5094876660341556,6
006400,2288,2915,6360,11563,006400,0.19787252443137593,0.25209720660728185,0.5500302689613422,6
006500,2218,2608,5487,10313,006500,0.21506836032192378,0.25288470862018814,0.5320469310578881,6
006501,690,831,1263,2784,006501,0.2478448275862069,0.2984913793103448,0.4536637931034483,6
006502,301,410,830,1541,006502,0.1953277092796885,0.26606099935107075,0.5386112913692408,6
006600,2037,2421,6320,10778,006600,0.18899610317313045,0.22462423455186492,0.5863796622750046,6
006601,276,385,310,971,006601,0.2842430484037075,0.3964984552008239,0.3192584963954686,5
006602,181,232,389,802,006602,0.2256857855361596,0.2892768079800499,0.4850374064837905,6
006700,2456,2847,6411,11714,006700,0.20966365033293494,0.24304251323203005,0.547293836435035,6
006701,395,516,474,1385,006701,0.2851985559566787,0.3725631768953069,0.3422382671480144,5
006702,329,487,553,1369,006702,0.24032140248356465,0.3557341124908692,0.4039444850255661,5
006800,2069,2590,4915,9574,006800,0.2161061207436808,0.270524336745352,0.5133695425109672,6
006801,559,540,1647,2746,006801,0.2035688273852877,0.19664967225054625,0.5997815003641661,6
006802,506,536,1655,2697,006802,0.18761586948461254,0.19873934000741564,0.6136447905079718,6
006900,2068,2741,5223,10032,006900,0.20614035087719298,0.273225677830941,0.5206339712918661,6
006901,430,518,136,1084,006901,0.3966789667896679,0.477859778597786,0.12546125461254612,1
006902,476,548,332,1356,006902,0.35103244837758113,0.40412979351032446,0.2448377581120944,1
007000,3008,3624,7744,14376,007000,0.20923761825264328,0.25208681135225375,0.5386755703951029,6
007100,2079,2826,5635,10540,007100,0.19724857685009486,0.2681214421252372,0.534629981024668,6
007101,361,430,134,925,007101,0.3902702702702703,0.4648648648648649,0.14486486486486486,1
007102,318,367,157,842,007102,0.37767220902612825,0.4358669833729216,0.18646080760095013,1
007200,1753,2076,5712,9541,007200,0.1837333612828844,0.21758725500471648,0.5986793837123991,6
007202,218,288,245,751,007202,0.29027962716378164,0.38348868175765644,0.3262316910785619,5
007300,1786,2017,5097,8900,007300,0.2006741573033708,0.22662921348314607,0.5726966292134832,6
007302,974,1125,1738,3837,007302,0.253844149074798,0.29319781078967944,0.45295804013552254,6
007303,802,899,1445,3146,007303,0.25492689129052765,0.28575969485060393,0.4593134138588684,6
007304,641,649,1392,2682,007304,0.2390007457121551,0.24198359433258762,0.5190156599552572,6
007400,1323,1815,3451,6589,007400,0.20078919411139778,0.27545909849749584,0.5237517073911064,6
007401,326,448,1119,1893,007401,0.1722134178552562,0.23666138404648707,0.5911251980982567,6
007402,208,177,742,1127,007402,0.18456078083407276,0.15705412599822538,0.6583850931677019,6
007500,2615,3156,6912,12683,007500,0.2061815027990223,0.24883702594023496,0.5449814712607427,6
007600,2163,3059,4306,9528,007600,0.22701511335012595,0.32105373635600337,0.4519311502938707,5
007700,2873,3315,7234,13422,007700,0.21405155714498583,0.24698256593652212,0.5389658769184921,6
007800,2425,3359,6060,11844,007800,0.20474501857480581,0.2836035123269166,0.5116514690982776,6
007801,234,321,432,987,007801,0.23708206686930092,0.3252279635258359,0.4376899696048632,5
007802,182,158,389,729,007802,0.2496570644718793,0.2167352537722908,0.53360768175583,6
007900,2240,2850,4164,9254,007900,0.24205748865355523,0.30797492976010377,0.44996758158634104,5
007901,403,529,701,1633,007901,0.2467850581751378,0.323943661971831,0.4292712798530312,5
007902,792,942,1200,2934,007902,0.26993865030674846,0.3210633946830266,0.40899795501022496,5
007903,469,559,693,1721,007903,0.2725159790819291,0.32481115630447416,0.40267286461359675,5
007904,421,561,638,1620,007904,0.2598765432098765,0.34629629629629627,0.39382716049382716,5
007905,611,678,832,2121,007905,0.28807166430928804,0.31966053748231965,0.39226779820839225,5
008000,1421,1901,3641,6963,008000,0.20407870170903347,0.2730145052419934,0.5229067930489731,6
008001,829,843,1069,2741,008001,0.3024443633710325,0.3075519883254287,0.39000364830353884,3
008002,758,884,1104,2746,008002,0.27603787327021123,0.3219227967953387,0.40203932993445013,5
008003,720,920,930,2570,008003,0.2801556420233463,0.35797665369649806,0.36186770428015563,5
008100,2013,2456,5329,9798,008100,0.20545009185548072,0.2506634006940192,0.5438865074505002,6
008101,741,884,1121,2746,008101,0.26984705025491623,0.3219227967953387,0.4082301529497451,5
008102,780,842,1183,2805,008102,0.27807486631016043,0.3001782531194296,0.42174688057041,5
008200,1725,2375,4563,8663,008200,0.19912270576012928,0.2741544499595983,0.5267228442802724,6
008201,380,492,608,1480,008201,0.25675675675675674,0.3324324324324324,0.41081081081081083,5
008202,583,713,731,2027,008202,0.2876171682289097,0.3517513566847558,0.3606314750863345,5
008300,1574,2133,2410,6117,008300,0.2573156776197482,0.34870034330554195,0.39398397907470983,5
008301,705,1055,1117,2877,008301,0.24504692387904067,0.3667014250955857,0.3882516510253737,5
008302,593,543,1957,3093,008302,0.1917232460394439,0.1755577109602328,0.6327190430003233,6
008400,1495,1987,2093,5575,008400,0.2681614349775785,0.35641255605381167,0.3754260089686099,5
008401,152,161,551,864,008401,0.17592592592592593,0.1863425925925926,0.6377314814814815,6
008403,284,310,997,1591,008403,0.17850408548082966,0.19484600879949718,0.6266499057196732,6
008404,358,469,1230,2057,008404,0.17403986387943607,0.2280019445794847,0.5979581915410792,6
008500,2338,3103,3117,8558,008500,0.2731946716522552,0.3625847160551531,0.36422061229259173,5
008600,1975,2595,2748,7318,008600,0.2698824815523367,0.35460508335610824,0.3755124350915551,5
008601,189,206,962,1357,008601,0.13927781871775977,0.1518054532056006,0.7089167280766396,6
008602,349,354,1337,2040,008602,0.17107843137254902,0.17352941176470588,0.6553921568627451,6
008603,292,270,1563,2125,008603,0.13741176470588234,0.12705882352941175,0.7355294117647059,6
008700,2566,3302,5821,11689,008700,0.21952262811190007,0.28248780905124476,0.49798956283685514,6
008701,395,739,270,1404,008701,0.2813390313390313,0.5263532763532763,0.19230769230769232,4
008702,193,234,110,537,008702,0.35940409683426444,0.43575418994413406,0.2048417132216015,1
008800,2278,3088,6209,11575,008800,0.1968034557235421,0.26678185745140387,0.536414686825054,6
008900,1374,1500,3156,6030,008900,0.22786069651741295,0.24875621890547264,0.5233830845771145,6
008901,495,543,1622,2660,008901,0.18609022556390978,0.20413533834586467,0.6097744360902255,6
008902,374,404,935,1713,008902,0.2183304144775248,0.23584354932866317,0.545826036193812,6
009000,1474,1712,4984,8170,009000,0.18041615667074665,0.209547123623011,0.6100367197062424,6
009004,432,448,923,1803,009004,0.23960066555740434,0.24847476428175264,0.511924570160843,6
009006,889,800,1819,3508,009006,0.2534207525655644,0.22805017103762829,0.5185290763968073,6
009007,913,781,2099,3793,009007,0.24070656472449248,0.20590561560769838,0.5533878196678091,6
009008,619,566,1281,2466,009008,0.25101378751013786,0.22952149229521493,0.5194647201946472,6
009009,839,758,1660,3257,009009,0.2575990175007676,0.2327295056800737,0.5096714768191587,6
009010,973,842,1825,3640,009010,0.2673076923076923,0.23131868131868133,0.5013736263736264,6
009100,1272,1528,4300,7100,009100,0.1791549295774648,0.2152112676056338,0.6056338028169014,6
009104,665,558,1101,2324,009104,0.286144578313253,0.24010327022375216,0.4737521514629948,6
009106,476,475,630,1581,009106,0.3010752688172043,0.30044275774826057,0.3984819734345351,3
009107,744,695,877,2316,009107,0.32124352331606215,0.30008635578583764,0.37867012089810015,3
009109,412,432,643,1487,009109,0.27706792199058505,0.2905178211163416,0.4324142568930733,6
009110,118,113,168,399,009110,0.2957393483709273,0.2832080200501253,0.42105263157894735,6
009112,288,284,370,942,009112,0.3057324840764331,0.30148619957537154,0.39278131634819535,3
009113,843,746,1733,3322,009113,0.2537627934978928,0.22456351595424442,0.5216736905478627,6
009114,483,461,970,1914,009114,0.25235109717868337,0.24085684430512017,0.5067920585161965,6
009115,248,303,412,963,009115,0.25752855659397716,0.3146417445482866,0.42782969885773625,5
009116,664,628,970,2262,009116,0.29354553492484525,0.27763041556145,0.4288240495137047,6
009200,2493,3182,4782,10457,009200,0.23840489624175193,0.3042937745051162,0.4573013292531319,5
009300,1806,2131,4377,8314,009300,0.21722395958624008,0.2563146499879721,0.5264613904257879,6
009301,872,1082,774,2728,009301,0.3196480938416422,0.3966275659824047,0.2837243401759531,1
009302,601,814,698,2113,009302,0.28442972077614764,0.3852342640795078,0.3303360151443445,5
009400,1921,1966,2486,6373,009400,0.30142789894868977,0.308488937705947,0.39008316334536325,3
009401,651,619,1205,2475,009401,0.263030303030303,0.2501010101010101,0.4868686868686869,6
009402,532,478,1047,2057,009402,0.25862907146329606,0.23237724842002916,0.5089936801166748,6
009500,1463,1646,3600,6709,009500,0.21806528543747206,0.24534207780593234,0.5365926367565956,6
009501,643,568,1228,2439,009501,0.26363263632636325,0.23288232882328824,0.5034850348503485,6
009502,872,836,1527,3235,009502,0.2695517774343122,0.25842349304482226,0.47202472952086555,6
009600,2213,2684,4375,9272,009600,0.2386755823986195,0.2894736842105263,0.4718507333908542,6
009601,541,665,949,2155,009601,0.2510440835266821,0.308584686774942,0.4403712296983759,5
009602,513,646,854,2013,009602,0.2548435171385991,0.32091405861897665,0.42424242424242425,5
009603,214,244,61,519,009603,0.4123314065510597,0.4701348747591522,0.11753371868978806,1
009604,149,148,42,339,009604,0.43952802359882004,0.4365781710914454,0.12389380530973451,1
009700,1277,1322,3004,5603,009700,0.227913617704801,0.23594502944850973,0.5361413528466893,6
009701,646,808,1467,2921,009701,0.22115713796644984,0.2766175967134543,0.5022252653200958,6
009702,852,1215,1779,3846,009702,0.22152886115444617,0.3159126365054602,0.4625585023400936,5
009703,366,396,1389,2151,009703,0.1701534170153417,0.18410041841004185,0.6457461645746164,6
009800,2311,3002,6004,11317,009800,0.2042060616771229,0.2652646461076257,0.5305292922152514,6
009900,1051,1426,3326,5803,009900,0.18111321730139582,0.24573496467344477,0.5731518180251594,6
010000,2121,2553,4385,9059,010000,0.23413180262722155,0.28181918534054534,0.48404901203223316,6
010001,448,567,483,1498,010001,0.29906542056074764,0.37850467289719625,0.32242990654205606,5
010002,601,693,680,1974,010002,0.3044579533941236,0.35106382978723405,0.3444782168186423,3
010003,542,667,625,1834,010003,0.2955288985823337,0.36368593238822244,0.34078516902944384,5
010100,3104,4171,6810,14085,010100,0.22037628682996094,0.29613063542776,0.483493077742279,6
010101,1591,1910,3134,6635,010101,0.2397889977392615,0.2878673700075358,0.4723436322532027,6
010102,1429,1860,2521,5810,010102,0.2459552495697074,0.32013769363166955,0.43390705679862307,5
010103,597,837,795,2229,010103,0.26783310901749663,0.3755047106325707,0.3566621803499327,5
010200,5327,6066,10052,21445,010200,0.24840289111681044,0.28286313826066684,0.46873397062252276,6
010201,889,1099,1075,3063,010201,0.2902383284361737,0.35879856349983674,0.35096310806398956,5
010202,981,1159,1150,3290,010202,0.29817629179331306,0.35227963525835865,0.3495440729483283,5
010300,3773,4443,8133,16349,010300,0.23077864089546762,0.27175974065692093,0.4974616184476115,6
010301,677,745,1125,2547,010301,0.26580290537887713,0.29250098154691795,0.4416961130742049,6
010321,344,404,735,1483,010321,0.23196223870532703,0.2724207687120701,0.49561699258260283,6
010322,431,495,967,1893,010322,0.22768092974115162,0.26148969889064977,0.5108293713681986,6
010400,4505,5613,6954,17072,010400,0.26388238050609186,0.32878397375820057,0.4073336457357076,5
010500,4031,4749,8480,17260,010500,0.2335457705677868,0.27514484356894553,0.49130938586326767,6
010501,801,1077,1561,3439,010501,0.23291654550741495,0.31317243384704857,0.4539110206455365,5
010502,836,998,1732,3566,010502,0.23443634324172744,0.2798653954010095,0.485698261357263,6
010503,223,232,527,982,010503,0.22708757637474541,0.23625254582484725,0.5366598778004074,6
010600,3475,4164,5701,13340,010600,0.26049475262368815,0.312143928035982,0.42736131934032984,5
010601,1056,1273,3424,5753,010601,0.1835564053537285,0.22127585607509126,0.5951677385711802,6
010602,1395,1850,3585,6830,010602,0.2042459736456808,0.2708638360175695,0.5248901903367497,6
010700,2817,3458,4842,11117,010700,0.2533957002788522,0.31105514077538904,0.43554915894575874,5
010701,1094,1491,2556,5141,010701,0.21279906632950787,0.29002139661544446,0.49717953705504764,6
010702,1009,1447,2146,4602,010702,0.21925249891351586,0.3144285093437636,0.46631899174272057,5
010703,380,500,433,1313,010703,0.2894135567402894,0.38080731150038083,0.32977913175932977,5
010800,2919,3683,6732,13334,010800,0.21891405429728514,0.27621118944052797,0.5048747562621869,6
010801,1052,1264,2761,5077,010801,0.20720898168209573,0.2489659247587158,0.5438250935591885,6
010802,1023,1084,2427,4534,010802,0.22562858403176003,0.23908248786943095,0.535288928098809,6
010803,1096,1202,2822,5120,010803,0.2140625,0.234765625,0.551171875,6
010804,1225,1273,2633,5131,010804,0.23874488403819918,0.24809978561683882,0.513155330344962,6
