Census Tract,CE01totcounts,CE02totcounts,CE03totcounts,C000totcounts,ct,CE01Percent,CE02Percent,CE03Percent,TractLabel
020601,306,468,522,1296,020601,0.2361111111111111,0.3611111111111111,0.4027777777777778,5
020700,2412,3525,4151,10088,020700,0.23909595559080096,0.34942505947660585,0.41147898493259316,5
020701,1274,1477,2074,4825,020701,0.2640414507772021,0.3061139896373057,0.4298445595854922,5
020702,901,1475,1477,3853,020702,0.2338437581105632,0.3828185829223981,0.3833376589670387,5
020703,1081,1584,1631,4296,020703,0.25162942271880817,0.3687150837988827,0.37965549348230915,5
020705,233,432,276,941,020705,0.24760892667375134,0.45908607863974493,0.29330499468650373,4
020800,2324,3268,3627,9219,020800,0.25208807896735,0.35448530209350254,0.39342661893914743,5
020801,790,902,1948,3640,020801,0.21703296703296704,0.2478021978021978,0.5351648351648352,6
020802,369,603,238,1210,020802,0.3049586776859504,0.4983471074380165,0.19669421487603306,1
020803,806,1044,1572,3422,020803,0.23553477498538866,0.3050847457627119,0.45938047925189945,5
020804,482,489,1298,2269,020804,0.2124283825473777,0.21551344204495373,0.5720581754076686,6
020900,2011,2857,1885,6753,020900,0.29779357322671407,0.423071227602547,0.2791351991707389,4
020901,719,1001,910,2630,020901,0.27338403041825093,0.3806083650190114,0.34600760456273766,5
020902,641,891,1160,2692,020902,0.23811292719167904,0.33098068350668647,0.4309063893016345,5
021000,3083,4165,4572,11820,021000,0.26082910321489,0.3523688663282572,0.3868020304568528,5
021001,1065,1520,1742,4327,021001,0.24612895770741852,0.35128264386410907,0.4025883984284724,5
021002,908,1504,1668,4080,021002,0.22254901960784312,0.3686274509803922,0.4088235294117647,5
021100,2603,3362,4169,10134,021100,0.2568581014406947,0.331754489836195,0.4113874087231103,5
021101,536,782,501,1819,021101,0.29466739967014843,0.42990654205607476,0.2754260582737768,4
021102,519,705,455,1679,021102,0.30911256700416917,0.4198927933293627,0.27099463966646814,1
021103,547,687,755,1989,021103,0.2750125691302162,0.3453996983408748,0.379587732528909,5
021104,285,421,398,1104,021104,0.25815217391304346,0.3813405797101449,0.3605072463768116,5
021200,3682,5152,5532,14366,021200,0.2562995962689684,0.3586245301406098,0.38507587359042184,5
021201,196,406,109,711,021201,0.27566807313642755,0.5710267229254571,0.15330520393811534,4
021202,335,526,192,1053,021202,0.3181386514719848,0.49952516619183285,0.18233618233618235,1
021300,1696,2406,2668,6770,021300,0.25051698670605616,0.3553914327917282,0.39409158050221565,5
021301,548,673,617,1838,021301,0.2981501632208923,0.3661588683351469,0.33569096844396085,5
021302,991,1641,934,3566,021302,0.27790241166573193,0.46017947279865395,0.2619181155356141,4
021303,1005,1307,1484,3796,021303,0.26475237091675446,0.34430979978925186,0.3909378292939937,5
021400,2330,3175,3426,8931,021400,0.2608890381816146,0.35550330310155637,0.383607658716829,5
021401,951,1183,1298,3432,021401,0.2770979020979021,0.3446969696969697,0.3782051282051282,5
021402,436,548,558,1542,021402,0.2827496757457847,0.3553826199740597,0.36186770428015563,5
021500,1648,2362,3021,7031,021500,0.23439055610866164,0.33594083345185605,0.4296686104394823,5
021501,1007,1586,1388,3981,021501,0.25295151971866364,0.3983923637277066,0.3486561165536297,5
021502,1773,2570,2308,6651,021502,0.2665764546684709,0.3864080589385055,0.3470154863930236,5
021600,2568,3512,4503,10583,021600,0.24265331191533593,0.3318529717471416,0.4254937163375224,5
021601,1367,1913,1792,5072,021601,0.26951892744479494,0.3771687697160883,0.35331230283911674,5
021602,1203,1622,2067,4892,021602,0.24591169255928047,0.33156173344235484,0.4225265739983647,5
021603,502,560,770,1832,021603,0.2740174672489083,0.3056768558951965,0.4203056768558952,5
021604,480,527,655,1662,021604,0.2888086642599278,0.31708784596871237,0.3941034897713598,5
021605,465,579,434,1478,021605,0.31461434370771313,0.39174560216508797,0.2936400541271989,1
021700,2214,3272,2961,8447,021700,0.2621048893098141,0.3873564579140523,0.35053865277613355,5
021701,382,447,708,1537,021701,0.24853610930383865,0.29082628497072216,0.46063760572543916,6
021702,333,481,461,1275,021702,0.2611764705882353,0.3772549019607843,0.3615686274509804,5
021703,51,42,61,154,021703,0.33116883116883117,0.2727272727272727,0.3961038961038961,2
021800,2801,3575,4445,10821,021800,0.25884853525552165,0.3303761205064227,0.4107753442380556,5
021900,1447,2230,2123,5800,021900,0.24948275862068967,0.38448275862068965,0.3660344827586207,5
022000,2323,2807,2975,8105,022000,0.2866132017273288,0.346329426280074,0.36705737199259714,5
022001,556,788,1650,2994,022001,0.18570474281897129,0.2631930527722111,0.5511022044088176,6
022002,550,708,1288,2546,022002,0.21602513747054203,0.27808326787117044,0.5058915946582875,6
022100,995,1471,1816,4282,022100,0.23236805231200375,0.3435310602522186,0.4241008874357777,5
022101,397,657,394,1448,022101,0.27417127071823205,0.4537292817679558,0.27209944751381215,4
022102,863,1107,1073,3043,022102,0.28360170883996055,0.3637857377587907,0.35261255340124875,5
022200,1986,2390,2823,7199,022200,0.27587164884011667,0.33199055424364493,0.39213779691623835,5
022300,1225,1824,1606,4655,022300,0.2631578947368421,0.39183673469387753,0.3450053705692803,5
022301,844,1298,1144,3286,022301,0.25684723067559345,0.3950091296409008,0.34814363968350576,5
022302,430,541,648,1619,022302,0.2655960469425571,0.33415688696726376,0.4002470660901791,5
022400,1727,2115,1939,5781,022400,0.29873724269157587,0.36585365853658536,0.3354090987718388,5
022401,454,687,845,1986,022401,0.22860020140986909,0.3459214501510574,0.4254783484390735,5
022403,267,473,603,1343,022403,0.19880863737900223,0.35219657483246464,0.44899478778853313,5
022404,374,665,844,1883,022404,0.19861922464152948,0.35315985130111527,0.4482209240573553,5
022500,2710,4108,3334,10152,022500,0.2669424743892829,0.40464933018124505,0.328408195429472,5
022600,1353,1723,3029,6105,022600,0.22162162162162163,0.28222768222768224,0.4961506961506961,6
022601,307,461,386,1154,022601,0.26603119584055457,0.39948006932409014,0.3344887348353553,5
022602,842,1065,956,2863,022602,0.29409710094306674,0.3719874257771568,0.33391547327977644,5
022700,968,1206,1915,4089,022700,0.23673269748104672,0.2949376375641966,0.46832966495475664,6
022701,825,1233,912,2970,022701,0.2777777777777778,0.41515151515151516,0.30707070707070705,5
022702,1563,1924,2738,6225,022702,0.2510843373493976,0.30907630522088353,0.43983935742971886,5
022703,184,347,295,826,022703,0.22276029055690072,0.42009685230024213,0.35714285714285715,5
022711,1085,1198,1984,4267,022711,0.2542770096086243,0.28075931567846263,0.46496367471291306,6
022712,904,1133,1658,3695,022712,0.24465493910690123,0.30663058186738834,0.44871447902571043,5
022800,1738,2411,3094,7243,022800,0.23995581941184593,0.332873118873395,0.4271710617147591,5
022803,434,564,758,1756,022803,0.24715261958997722,0.3211845102505695,0.4316628701594533,5
022804,421,563,705,1689,022804,0.2492599171107164,0.3333333333333333,0.41740674955595025,5
022900,1388,1912,2516,5816,022900,0.23865199449793673,0.328748280605227,0.4325997248968363,5
022901,892,1326,873,3091,022901,0.28857974765448074,0.4289873827240375,0.28243286962148173,4
022902,816,1160,931,2907,022902,0.2807017543859649,0.39903680770553834,0.3202614379084967,5
023000,2563,3424,3581,9568,023000,0.2678720735785953,0.35785953177257523,0.37426839464882944,5
023001,298,384,347,1029,023001,0.28960155490767736,0.37317784256559766,0.337220602526725,5
023100,2057,2702,3526,8285,023100,0.24828002414001207,0.32613156306578156,0.4255884127942064,5
023200,3046,4179,3974,11199,023200,0.27198857040807217,0.37315831770693814,0.35485311188498975,5
023300,2574,3461,3828,9863,023300,0.2609753624657812,0.3509074318158775,0.3881172057183413,5
023301,494,756,437,1687,023301,0.2928275044457617,0.44813278008298757,0.25903971547125076,4
023302,411,590,323,1324,023302,0.3104229607250755,0.44561933534743203,0.24395770392749244,1
023400,1769,1995,2165,5929,023400,0.29836397368864903,0.3364817001180638,0.36515432619328725,5
023401,807,951,1542,3300,023401,0.24454545454545454,0.2881818181818182,0.4672727272727273,6
023402,580,631,992,2203,023402,0.2632773490694508,0.2864275987290059,0.45029505220154337,6
023404,654,800,1148,2602,023404,0.2513451191391238,0.3074558032282859,0.4411990776325903,5
023405,519,814,604,1937,023405,0.2679401135776975,0.4202374806401652,0.3118224057821373,5
023500,1636,2144,2155,5935,023500,0.27565290648694185,0.3612468407750632,0.36310025273799496,5
023501,1295,1908,1901,5104,023501,0.25372257053291536,0.3738244514106583,0.37245297805642635,5
023502,1391,1710,1871,4972,023502,0.27976669348350763,0.34392598551890585,0.37630732099758646,5
023600,2293,2763,2578,7634,023600,0.30036678019386953,0.36193345559339796,0.3376997642127325,3
023700,1149,1414,1383,3946,023700,0.29118094272681194,0.35833755701976683,0.3504815002534212,5
023702,535,827,860,2222,023702,0.24077407740774076,0.37218721872187216,0.387038703870387,5
023703,521,868,466,1855,023703,0.28086253369272235,0.4679245283018868,0.25121293800539085,4
023704,420,695,337,1452,023704,0.2892561983471074,0.4786501377410468,0.23209366391184574,4
023800,1699,2195,1885,5779,023800,0.2939955009517218,0.3798234988752379,0.3261810001730403,5
023801,582,681,2367,3630,023801,0.16033057851239668,0.18760330578512396,0.6520661157024793,6
023802,117,159,666,942,023802,0.12420382165605096,0.16878980891719744,0.7070063694267515,6
023900,1545,2287,1695,5527,023900,0.27953681925094986,0.4137868644834449,0.3066763162656052,5
023901,819,1074,1312,3205,023901,0.25553822152886113,0.33510140405616223,0.4093603744149766,5
023902,871,1169,1542,3582,023902,0.2431602456728085,0.32635399218313793,0.4304857621440536,5
024000,1957,2614,2499,7070,024000,0.2768033946251768,0.3697312588401697,0.35346534653465345,5
024001,680,1008,1240,2928,024001,0.23224043715846995,0.3442622950819672,0.42349726775956287,5
024002,207,370,315,892,024002,0.2320627802690583,0.4147982062780269,0.3531390134529148,5
024100,2007,2607,2669,7283,024100,0.27557325278044764,0.35795688589866814,0.36646986132088427,5
024101,582,858,1021,2461,024101,0.23648923201950425,0.34863876472978467,0.4148720032507111,5
024102,637,965,968,2570,024102,0.24785992217898833,0.3754863813229572,0.37665369649805447,5
024200,1232,1593,1533,4358,024200,0.2826984855438274,0.36553464892152365,0.3517668655346489,5
024201,788,1081,1201,3070,024201,0.25667752442996744,0.3521172638436482,0.39120521172638434,5
024202,347,389,499,1235,024202,0.28097165991902834,0.31497975708502024,0.4040485829959514,5
024300,1505,2289,2365,6159,024300,0.24435785030037344,0.37165124208475403,0.38399090761487253,5
024301,977,1319,1500,3796,024301,0.25737618545837726,0.34747102212855635,0.3951527924130664,5
024302,1609,2189,2094,5892,024302,0.27308214528173796,0.371520706042091,0.35539714867617106,5
024303,977,1287,1782,4046,024303,0.24147305981216016,0.3180919426594167,0.44043499752842313,5
024400,887,1290,1365,3542,024400,0.25042348955392435,0.3642010163749294,0.38537549407114624,5
024401,826,977,1945,3748,024401,0.22038420490928495,0.26067235859124865,0.5189434364994664,6
024402,392,443,1080,1915,024402,0.20469973890339427,0.23133159268929504,0.5639686684073107,6
024404,514,630,1118,2262,024404,0.22723253757736517,0.27851458885941643,0.4942528735632184,6
024405,653,740,1210,2603,024405,0.250864387245486,0.28428736073761046,0.46484825201690355,6
024406,311,354,510,1175,024406,0.26468085106382977,0.30127659574468085,0.4340425531914894,5
024500,3015,4466,4834,12315,024500,0.24482338611449453,0.36264717823792125,0.39252943564758425,5
024501,770,1180,988,2938,024501,0.2620830496936692,0.4016337644656229,0.336283185840708,5
024502,912,1152,1116,3180,024502,0.28679245283018867,0.3622641509433962,0.35094339622641507,5
024600,1024,1380,1823,4227,024600,0.2422521883132245,0.32647267565649396,0.4312751360302815,5
024700,1768,2434,2901,7103,024700,0.24890891172743912,0.3426721103758975,0.40841897789666337,5
024800,962,1261,2257,4480,024800,0.21473214285714284,0.2814732142857143,0.5037946428571428,6
024900,1080,1591,2434,5105,024900,0.21155729676787463,0.3116552399608227,0.47678746327130267,5
025000,421,544,719,1684,025000,0.25,0.32304038004750596,0.42695961995249404,5
025001,376,427,656,1459,025001,0.2577107607950651,0.29266620973269364,0.44962302947224125,6
025002,500,495,907,1902,025002,0.2628811777076761,0.26025236593059936,0.4768664563617245,6
025003,246,218,425,889,025003,0.27671541057367827,0.2452193475815523,0.4780652418447694,6
025100,2633,3722,4720,11075,025100,0.23774266365688487,0.3360722347629797,0.42618510158013545,5
025200,1265,1630,1912,4807,025200,0.2631578947368421,0.33908882879134594,0.39775327647181197,5
025300,3045,3947,4502,11494,025300,0.26492082825822166,0.34339655472420394,0.3916826170175744,5
025301,496,654,1260,2410,025301,0.20580912863070538,0.2713692946058091,0.5228215767634855,6
025302,339,443,685,1467,025302,0.2310838445807771,0.3019768234492161,0.4669393319700068,5
025400,1905,2681,3184,7770,025400,0.24517374517374518,0.345045045045045,0.4097812097812098,5
025500,2753,3688,3689,10130,025500,0.2717670286278381,0.36406712734452124,0.3641658440276407,5
025600,915,1303,1500,3718,025600,0.2461000537923615,0.35045723507261967,0.40344271113501884,5
025700,1408,1957,2721,6086,025700,0.23135064081498521,0.3215576733486691,0.44709168583634573,5
025800,797,1257,1177,3231,025800,0.24667285670071185,0.38904363974001854,0.3642835035592696,5
025900,848,1085,1628,3561,025900,0.2381353552372929,0.30468969390620615,0.457174950856501,5
025901,213,355,410,978,025901,0.21779141104294478,0.36298568507157464,0.41922290388548056,5
025902,385,482,290,1157,025902,0.3327571305099395,0.41659464131374246,0.25064822817631804,1
026000,662,884,831,2377,026000,0.278502313840976,0.37189734960033655,0.34960033655868744,5
026100,2980,4363,3948,11291,026100,0.26392702152156583,0.38641395801966166,0.34965902045877245,5
026200,1057,1370,1837,4264,026200,0.24788930581613508,0.32129455909943716,0.4308161350844278,5
026300,2715,4013,3423,10151,026300,0.2674613338587331,0.39533050930942765,0.33720815683183925,5
026400,1633,2532,2446,6611,026400,0.24701255483285434,0.3829980335803963,0.36998941158674936,5
026500,2500,3305,3607,9412,026500,0.2656183595410115,0.35114747131321716,0.38323416914577135,5
026600,614,773,777,2164,026600,0.28373382624768945,0.3572088724584104,0.3590573012939002,5
026601,288,381,794,1463,026601,0.19685577580314423,0.2604237867395762,0.5427204374572796,6
026602,457,672,1332,2461,026602,0.18569687119057293,0.2730597318163348,0.5412433969930922,6
026700,1817,2626,2699,7142,026700,0.2544105292635116,0.36768412209465134,0.377905348641837,5
026701,346,590,586,1522,026701,0.22733245729303547,0.3876478318002628,0.38501971090670173,5
026702,643,925,1041,2609,026702,0.2464545802989651,0.3545419701034879,0.39900344959754697,5
026800,451,591,608,1650,026800,0.2733333333333333,0.35818181818181816,0.36848484848484847,5
026900,1547,2265,1956,5768,026900,0.2682038834951456,0.39268377253814146,0.3391123439667129,5
026901,492,786,623,1901,026901,0.25881115202524985,0.4134665965281431,0.32772225144660705,5
026902,541,639,666,1846,026902,0.2930660888407367,0.34615384615384615,0.3607800650054171,5
027000,492,559,678,1729,027000,0.28455754771544245,0.3233082706766917,0.39213418160786584,5
027100,2099,3019,3087,8205,027100,0.2558196221815966,0.3679463741620963,0.3762340036563071,5
027200,533,784,732,2049,027200,0.2601268911664226,0.3826256710590532,0.35724743777452417,5
027300,2461,3446,4691,10598,027300,0.2322136252123042,0.3251556897527835,0.44263068503491226,5
027301,365,444,943,1752,027301,0.20833333333333334,0.2534246575342466,0.53824200913242,6
027302,318,362,790,1470,027302,0.2163265306122449,0.24625850340136055,0.5374149659863946,6
027400,505,677,732,1914,027400,0.26384535005224663,0.35370950888192265,0.3824451410658307,5
027401,371,502,1176,2049,027401,0.1810639336261591,0.2449975597852611,0.5739385065885798,6
027402,275,308,796,1379,027402,0.1994198694706309,0.2233502538071066,0.5772298767222626,6
027500,1363,1769,2860,5992,027500,0.22746995994659547,0.29522696929238984,0.4773030707610147,6
027600,641,832,731,2204,027600,0.2908348457350272,0.37749546279491836,0.33166969147005443,5
027700,2280,3544,3242,9066,027700,0.2514890800794176,0.39091109640414734,0.35759982351643504,5
027702,581,657,1399,2637,027702,0.22032612817595754,0.24914675767918087,0.5305271141448615,6
027704,383,477,884,1744,027704,0.21961009174311927,0.2735091743119266,0.5068807339449541,6
027705,526,645,1113,2284,027705,0.23029772329246936,0.28239929947460596,0.4873029772329247,6
027706,307,340,691,1338,027706,0.22944693572496264,0.25411061285500747,0.5164424514200299,6
027800,560,743,808,2111,027800,0.26527711984841307,0.35196589294173375,0.38275698720985313,5
027900,2754,4080,5427,12261,027900,0.2246146317592366,0.33276241742109125,0.4426229508196721,5
028000,343,460,593,1396,028000,0.24570200573065903,0.32951289398280803,0.42478510028653294,5
028100,1712,2424,3746,7882,028100,0.2172037553920325,0.30753615833544784,0.47526008627251964,5
028200,427,622,789,1838,028200,0.2323177366702938,0.338411316648531,0.4292709466811752,5
028300,2341,3365,3877,9583,028300,0.24428675780027131,0.35114264843994575,0.40457059375978294,5
028400,799,1175,1149,3123,028400,0.2558437399935959,0.37624079410822925,0.3679154658981748,5
028500,1519,2241,3235,6995,028500,0.21715511079342387,0.32037169406719085,0.4624731951393853,5
028501,96,116,142,354,028501,0.2711864406779661,0.327683615819209,0.4011299435028249,5
028502,282,530,309,1121,028502,0.25156110615521854,0.4727921498661909,0.27564674397859057,4
028600,618,819,1050,2487,028600,0.24849215922798554,0.3293124246079614,0.4221954161640531,5
028700,1809,2580,3461,7850,028700,0.23044585987261146,0.3286624203821656,0.44089171974522295,5
028800,1004,1440,1747,4191,028800,0.2395609639704128,0.3435934144595562,0.416845621570031,5
028900,1283,1827,2463,5573,028900,0.2302171182486991,0.3278306118787009,0.44195226987260006,5
029000,392,578,648,1618,029000,0.242274412855377,0.3572311495673671,0.4004944375772559,5
029100,2057,3141,3012,8210,029100,0.2505481120584653,0.3825822168087698,0.3668696711327649,5
029102,260,388,736,1384,029102,0.18786127167630057,0.28034682080924855,0.5317919075144508,6
029103,589,764,1504,2857,029103,0.20616030801540078,0.26741337066853343,0.5264263213160658,6
029104,586,812,1472,2870,029104,0.20418118466898955,0.28292682926829266,0.5128919860627178,6
029200,224,365,371,960,029200,0.23333333333333334,0.3802083333333333,0.38645833333333335,5
029300,1403,2153,1752,5308,029300,0.26431801055011306,0.4056141672946496,0.3300678221552374,5
029301,173,178,553,904,029301,0.1913716814159292,0.19690265486725664,0.6117256637168141,6
029302,377,471,1399,2247,029302,0.16777926123720516,0.2096128170894526,0.6226079216733422,6
029400,691,1187,1347,3225,029400,0.21426356589147286,0.36806201550387596,0.41767441860465115,5
029500,2001,2416,4891,9308,029500,0.2149763644177052,0.25956166738289643,0.5254619681993984,6
029600,767,1241,1454,3462,029600,0.22154823801270943,0.3584633160023108,0.4199884459849798,5
029700,1047,1193,2291,4531,029700,0.23107481792098875,0.26329728536746855,0.5056278967115427,6
029800,361,474,556,1391,029800,0.2595255212077642,0.3407620416966211,0.39971243709561466,5
029900,716,1130,898,2744,029900,0.260932944606414,0.41180758017492713,0.3272594752186589,5
030000,1371,1730,2897,5998,030000,0.22857619206402133,0.28842947649216405,0.4829943314438146,6
030100,1443,1899,2025,5367,030100,0.2688652878703186,0.3538289547233091,0.3773057574063723,5
030200,1671,2395,3270,7336,030200,0.22778080697928027,0.3264721919302072,0.4457470010905125,5
030201,475,656,797,1928,030201,0.24636929460580914,0.34024896265560167,0.4133817427385892,5
030202,739,838,1319,2896,030202,0.25517955801104975,0.2893646408839779,0.45545580110497236,6
030300,1758,2184,2473,6415,030300,0.2740452065471551,0.34045206547155105,0.38550272798129387,5
030301,455,629,1035,2119,030301,0.2147239263803681,0.2968381311939594,0.4884379424256725,6
030302,594,812,1329,2735,030302,0.21718464351005484,0.2968921389396709,0.48592321755027423,6
030400,1279,1613,1803,4695,030400,0.2724174653887114,0.3435569755058573,0.3840255591054313,5
030500,1163,1557,2304,5024,030500,0.2314888535031847,0.3099124203821656,0.4585987261146497,5
030501,307,301,580,1188,030501,0.25841750841750843,0.25336700336700335,0.4882154882154882,6
030502,417,414,835,1666,030502,0.2503001200480192,0.24849939975990396,0.5012004801920769,6
030600,1591,2168,2378,6137,030600,0.2592471891803813,0.3532670686002933,0.3874857422193254,5
030700,3032,3850,4912,11794,030700,0.2570798711209089,0.3264371714431067,0.4164829574359844,5
030701,424,511,1490,2425,030701,0.17484536082474228,0.2107216494845361,0.6144329896907217,6
030800,1738,2377,2470,6585,030800,0.2639331814730448,0.3609719058466211,0.37509491268033407,5
030900,1815,2502,3113,7430,030900,0.24427994616419918,0.336742934051144,0.4189771197846568,5
030902,662,938,1092,2692,030902,0.24591381872213966,0.34843982169390786,0.40564635958395245,5
030903,538,861,921,2320,030903,0.23189655172413792,0.3711206896551724,0.39698275862068966,5
030904,350,458,611,1419,030904,0.24665257223396758,0.3227625088090204,0.43058491895701195,5
031000,963,1338,1821,4122,031000,0.2336244541484716,0.3245997088791849,0.4417758369723435,5
031100,1190,1612,1875,4677,031100,0.25443660466110757,0.34466538379302974,0.40089801154586274,5
031200,491,785,1035,2311,031200,0.21246213760276936,0.3396797922977066,0.447858070099524,5
031300,941,1399,1669,4009,031300,0.23472187577949613,0.3489648291344475,0.41631329508605636,5
031400,1188,1523,1827,4538,031400,0.2617893345085941,0.3356104010577347,0.4026002644336712,5
031500,606,886,1170,2662,031500,0.22764838467317805,0.33283245679939893,0.439519158527423,5
031600,177,231,388,796,031600,0.22236180904522612,0.29020100502512564,0.48743718592964824,6
031700,456,621,1341,2418,031700,0.18858560794044665,0.25682382133995035,0.5545905707196029,6
031701,453,596,873,1922,031701,0.2356919875130073,0.3100936524453694,0.4542143600416233,5
031702,402,549,875,1826,031702,0.22015334063526834,0.30065717415115006,0.4791894852135816,5
031703,374,388,3130,3892,031703,0.09609455292908531,0.09969167523124357,0.8042137718396711,6
031704,332,393,2784,3509,031704,0.09461385009974352,0.11199772014819037,0.7933884297520661,6
031800,147,228,374,749,031800,0.19626168224299065,0.30440587449933243,0.4993324432576769,5
031900,1366,1631,2906,5903,031900,0.23140775876672878,0.2763001863459258,0.4922920548873454,6
031901,356,529,420,1305,031901,0.2727969348659004,0.4053639846743295,0.3218390804597701,5
031902,545,724,649,1918,031902,0.2841501564129301,0.37747653806047965,0.3383733055265902,5
032000,978,1342,2366,4686,032000,0.2087067861715749,0.2863849765258216,0.5049082373026035,6
032100,569,957,1066,2592,032100,0.2195216049382716,0.36921296296296297,0.4112654320987654,5
032101,542,472,1784,2798,032101,0.1937097927090779,0.16869192280200143,0.6375982844889206,6
032102,230,164,569,963,032102,0.23883696780893043,0.1703011422637591,0.5908618899273105,6
032200,568,799,1132,2499,032200,0.2272909163665466,0.3197278911564626,0.4529811924769908,5
032300,1330,1805,2936,6071,032300,0.21907428759677153,0.2973151045956185,0.48361060780760995,6
032400,268,410,460,1138,032400,0.23550087873462214,0.3602811950790861,0.40421792618629176,5
032402,333,321,797,1451,032402,0.22949689869055823,0.22122674017918678,0.549276361130255,6
032403,265,373,612,1250,032403,0.212,0.2984,0.4896,6
032404,704,855,1803,3362,032404,0.20939916716240334,0.2543129089827484,0.5362879238548484,6
032500,770,1105,1148,3023,032500,0.25471386040357263,0.36553092954019184,0.3797552100562355,5
032502,429,467,951,1847,032502,0.23226854358419058,0.25284244721169463,0.5148890092041147,6
032503,493,497,1137,2127,032503,0.231781852374236,0.23366243535496004,0.5345557122708039,6
032504,219,330,655,1204,032504,0.1818936877076412,0.27408637873754155,0.5440199335548173,6
032600,954,1289,1269,3512,032600,0.2716400911161731,0.3670273348519362,0.3613325740318907,5
032601,255,305,635,1195,032601,0.21338912133891214,0.25523012552301255,0.5313807531380753,6
032602,448,617,1039,2104,032602,0.21292775665399238,0.29325095057034223,0.4938212927756654,6
032700,1122,1623,2008,4753,032700,0.23606143488323164,0.34146854618135913,0.4224700189354092,5
032800,939,1417,1523,3879,032800,0.24207269914926527,0.36530033513792215,0.3926269657128126,5
032900,923,1520,1603,4046,032900,0.22812654473554128,0.3756796836381611,0.3961937716262976,5
032901,474,662,976,2112,032901,0.22443181818181818,0.3134469696969697,0.4621212121212121,5
032902,530,713,1141,2384,032902,0.22231543624161074,0.2990771812080537,0.4786073825503356,6
033000,1441,2399,2433,6273,033000,0.22971465008767736,0.3824326478558903,0.38785270205643235,5
033002,337,337,718,1392,033002,0.24209770114942528,0.24209770114942528,0.5158045977011494,6
033003,471,533,945,1949,033003,0.24166239096972805,0.27347357619291945,0.48486403283735247,6
033004,366,497,752,1615,033004,0.22662538699690402,0.3077399380804954,0.46563467492260063,5
033100,551,815,693,2059,033100,0.2676056338028169,0.3958232151529869,0.3365711510441962,5
033101,244,304,571,1119,033101,0.21805183199285075,0.2716711349419124,0.5102770330652369,6
033102,634,799,1487,2920,033102,0.21712328767123287,0.27363013698630134,0.5092465753424658,6
033200,449,606,571,1626,033200,0.27613776137761376,0.3726937269372694,0.35116851168511687,5
033201,305,481,771,1557,033201,0.19588953114964675,0.30892742453436095,0.4951830443159923,5
033202,322,550,692,1564,033202,0.20588235294117646,0.3516624040920716,0.4424552429667519,5
033300,731,1011,1131,2873,033300,0.25443786982248523,0.35189697180647406,0.3936651583710407,5
033400,411,493,525,1429,033400,0.28761371588523443,0.3449965010496851,0.36738978306508047,5
033401,238,549,518,1305,033401,0.18237547892720307,0.4206896551724138,0.3969348659003831,5
033402,1036,1747,1932,4715,033402,0.21972428419936374,0.3705196182396607,0.4097560975609756,5
033500,848,1024,1450,3322,033500,0.25526791089705,0.3082480433473811,0.43648404575556893,5
033600,851,1390,1465,3706,033600,0.22962763086886132,0.3750674581759309,0.39530491095520776,5
033700,924,1373,1801,4098,033700,0.22547584187408493,0.33504148365056124,0.43948267447535383,5
033800,375,585,586,1546,033800,0.2425614489003881,0.3783958602846054,0.37904269081500647,5
033900,689,1063,1252,3004,033900,0.22936085219707059,0.35386151797603194,0.4167776298268975,5
034000,597,986,918,2501,034000,0.2387045181927229,0.3942423030787685,0.3670531787285086,5
034100,289,382,585,1256,034100,0.2300955414012739,0.304140127388535,0.46576433121019106,5
034200,885,1279,961,3125,034200,0.2832,0.40928,0.30752,5
034300,683,1047,1009,2739,034300,0.24936108068638188,0.3822562979189485,0.3683826213946696,5
034400,150,219,328,697,034400,0.2152080344332855,0.31420373027259685,0.47058823529411764,5
034500,541,719,1329,2589,034500,0.208960988798764,0.2777134028582464,0.5133256083429896,6
034700,664,965,892,2521,034700,0.26338754462514874,0.38278460928203095,0.3538278460928203,5
034800,728,1039,1173,2940,034800,0.24761904761904763,0.35340136054421767,0.3989795918367347,5
034900,568,916,752,2236,034900,0.25402504472271914,0.40966010733452596,0.3363148479427549,5
035000,550,779,914,2243,035000,0.24520731163620152,0.34730271957200176,0.4074899687917967,5
035100,1480,2250,2576,6306,035100,0.23469711385981604,0.35680304471931495,0.40849984142086904,5
035200,319,504,492,1315,035200,0.24258555133079848,0.3832699619771863,0.3741444866920152,5
035300,1129,1559,1541,4229,035300,0.26696618585954124,0.3686450697564436,0.36438874438401514,5
035400,857,1235,1287,3379,035400,0.2536253329387393,0.3654927493341225,0.3808819177271382,5
035500,809,1271,1128,3208,035500,0.25218204488778057,0.39619700748129677,0.3516209476309227,5
035600,612,855,753,2220,035600,0.2756756756756757,0.38513513513513514,0.33918918918918917,5
035601,307,461,567,1335,035601,0.2299625468164794,0.3453183520599251,0.4247191011235955,5
035602,498,719,990,2207,035602,0.22564567285908474,0.3257816039873131,0.4485727231536022,5
035700,1017,1510,1441,3968,035700,0.25630040322580644,0.3805443548387097,0.3631552419354839,5
035800,1411,2106,2404,5921,035800,0.2383043404830265,0.3556831616281034,0.4060124978888701,5
035900,809,1199,926,2934,035900,0.27573278800272666,0.40865712338104976,0.3156100886162236,5
035901,535,552,688,1775,035901,0.30140845070422534,0.31098591549295773,0.38760563380281693,3
035902,101,100,118,319,035902,0.3166144200626959,0.31347962382445144,0.36990595611285265,3
036000,707,985,1217,2909,036000,0.24303884496390513,0.3386043313853558,0.41835682365073906,5
