Census Tract,CE01totcounts,CE02totcounts,CE03totcounts,C000totcounts,ct,CE01Percent,CE02Percent,CE03Percent,TractLabel
001000,3565,4875,4347,12787,001000,0.2787987800109486,0.3812465785563463,0.3399546414327051,5
001001,122,182,500,804,001001,0.1517412935323383,0.2263681592039801,0.6218905472636815,6
001002,656,891,679,2226,001002,0.29469901168014373,0.4002695417789757,0.3050314465408805,5
001100,3159,3897,4878,11934,001100,0.2647058823529412,0.32654600301659126,0.40874811463046756,5
001101,346,459,445,1250,001101,0.2768,0.3672,0.356,5
001102,437,723,877,2037,001102,0.21453117329405988,0.3549337260677467,0.43053510063819345,5
001200,2115,2705,3514,8334,001200,0.25377969762419006,0.3245740340772738,0.42164626829853613,5
001300,2249,2790,5853,10892,001300,0.20648182152038194,0.25615130370914435,0.5373668747704737,6
001301,364,503,825,1692,001301,0.21513002364066194,0.29728132387706857,0.4875886524822695,6
001302,378,536,724,1638,001302,0.23076923076923078,0.32722832722832723,0.442002442002442,5
001303,591,867,904,2362,001303,0.2502116850127011,0.36706181202370874,0.3827265029635902,5
001400,2304,3395,3614,9313,001400,0.24739611296037797,0.36454418554708473,0.3880597014925373,5
001401,593,768,1986,3347,001401,0.17717358828801913,0.2294592172094413,0.5933671945025396,6
001402,950,1120,1554,3624,001402,0.2621412803532009,0.3090507726269316,0.4288079470198676,5
001403,249,371,671,1291,001403,0.19287374128582493,0.28737412858249417,0.5197521301316809,6
001500,3375,4403,6533,14311,001500,0.23583257633987842,0.3076654321850325,0.4565019914750891,5
001501,442,502,2328,3272,001501,0.13508557457212714,0.15342298288508557,0.7114914425427873,6
001502,621,780,4543,5944,001502,0.10447510094212652,0.13122476446837147,0.764300134589502,6
001503,230,279,697,1206,001503,0.19071310116086235,0.23134328358208955,0.5779436152570481,6
001504,419,486,1071,1976,001504,0.21204453441295545,0.24595141700404857,0.542004048582996,6
001505,174,290,537,1001,001505,0.17382617382617382,0.2897102897102897,0.5364635364635365,6
001600,4986,6274,7629,18889,001600,0.2639631531579226,0.3321509873471333,0.40388585949494415,5
001700,2620,3475,4652,10747,001700,0.2437889643621476,0.323346050060482,0.4328649855773704,5
001701,344,476,246,1066,001701,0.3227016885553471,0.44652908067542213,0.23076923076923078,1
001702,308,484,390,1182,001702,0.26057529610829105,0.40947546531302875,0.3299492385786802,5
001800,3869,5520,5884,15273,001800,0.25332285732992865,0.36142211746218816,0.3852550252078832,5
001801,763,873,1927,3563,001801,0.21414538310412573,0.2450182430536065,0.5408363738422678,6
001802,445,592,908,1945,001802,0.22879177377892032,0.3043701799485861,0.4668380462724936,5
001900,2763,3882,5654,12299,001900,0.22465241076510287,0.315635417513619,0.45971217172127815,5
001901,262,362,781,1405,001901,0.18647686832740212,0.2576512455516014,0.5558718861209965,6
001902,279,393,799,1471,001902,0.18966689326988442,0.2671651937457512,0.5431679129843644,6
002000,4271,6217,6185,16673,002000,0.2561626581898878,0.37287830624362744,0.37095903556648474,5
002001,255,357,728,1340,002001,0.19029850746268656,0.2664179104477612,0.5432835820895522,6
002002,297,402,692,1391,002002,0.2135154565061107,0.289000718907261,0.4974838245866283,6
002100,2697,3641,7788,14126,002100,0.19092453631601303,0.25775166359903723,0.5513238000849497,6
002101,684,898,1158,2740,002101,0.24963503649635035,0.3277372262773723,0.4226277372262774,5
002103,279,285,863,1427,002103,0.19551506657323056,0.1997196916608269,0.6047652417659425,6
002104,429,532,1375,2336,002104,0.1836472602739726,0.22773972602739725,0.5886130136986302,6
002105,158,189,484,831,002105,0.1901323706377858,0.22743682310469315,0.5824308062575211,6
002106,277,398,683,1358,002106,0.20397643593519882,0.2930780559646539,0.5029455081001473,6
002107,174,211,484,869,002107,0.2002301495972382,0.2428078250863061,0.5569620253164557,6
002200,2271,3213,3178,8662,002200,0.2621796351881783,0.37093050103902103,0.36688986377280075,5
002201,885,1168,1981,4034,002201,0.21938522558254833,0.28953891918691127,0.4910758552305404,6
002202,655,639,1973,3267,002202,0.2004897459442914,0.19559228650137742,0.6039179675543311,6
002203,166,209,487,862,002203,0.1925754060324826,0.24245939675174014,0.5649651972157773,6
002204,298,452,1224,1974,002204,0.15096251266464034,0.22897669706180346,0.6200607902735562,6
002300,3542,4784,4321,12647,002300,0.28006641891357636,0.3782715268443109,0.34166205424211277,5
002400,1985,2666,1950,6601,002400,0.3007120133313134,0.40387820027268595,0.29540978639600063,1
002401,152,203,430,785,002401,0.19363057324840766,0.2585987261146497,0.5477707006369427,6
002402,298,380,903,1581,002402,0.18848829854522453,0.24035420619860848,0.571157495256167,6
002403,457,672,1228,2357,002403,0.19389053882053459,0.28510818837505303,0.5210012728044124,6
002404,227,357,621,1205,002404,0.1883817427385892,0.2962655601659751,0.5153526970954356,6
002405,259,357,670,1286,002405,0.20139968895800933,0.2776049766718507,0.52099533437014,6
002500,2289,3131,1891,7311,002500,0.31308986458760774,0.42825878812747914,0.2586513472849131,1
002502,266,290,211,767,002502,0.3468057366362451,0.37809647979139505,0.27509778357235987,1
002600,1301,1825,1675,4801,002600,0.27098521141428866,0.3801291397625495,0.34888564882316186,5
002601,405,500,873,1778,002601,0.22778402699662542,0.281214848143982,0.49100112485939257,6
002602,497,484,1272,2253,002602,0.2205947625388371,0.21482467820683532,0.5645805592543276,6
002700,1131,1439,1640,4210,002700,0.268646080760095,0.34180522565320665,0.38954869358669836,5
002701,362,498,264,1124,002701,0.3220640569395018,0.4430604982206406,0.23487544483985764,1
002702,671,928,410,2009,002702,0.33399701343952215,0.4619213539074166,0.20408163265306123,1
002800,2005,2912,3809,8726,002800,0.22977309190923675,0.3337153334861334,0.43651157460462986,5
002900,2431,3097,2967,8495,002900,0.28616833431430255,0.3645673925838729,0.3492642731018246,5
002901,771,1005,876,2652,002901,0.2907239819004525,0.37895927601809953,0.33031674208144796,5
003000,1511,1996,1750,5257,003000,0.2874262887578467,0.3796842305497432,0.33288948069241014,5
003001,438,551,1700,2689,003001,0.1628858311640015,0.20490888806247676,0.6322052807735218,6
003002,270,338,1127,1735,003002,0.15561959654178675,0.19481268011527378,0.6495677233429394,6
003100,1935,2653,3867,8455,003100,0.22885866351271436,0.31377882909520993,0.4573625073920757,5
003200,1688,2127,4357,8172,003200,0.20655898188937835,0.2602790014684288,0.5331620166421929,6
003300,2193,2881,6347,11421,003300,0.1920147097452062,0.25225461868487875,0.5557306715699151,6
003301,389,493,210,1092,003301,0.35622710622710624,0.45146520146520147,0.19230769230769232,1
003302,371,418,167,956,003302,0.3880753138075314,0.4372384937238494,0.17468619246861924,1
003400,2588,3088,5371,11047,003400,0.23427174798587852,0.27953290486104826,0.4861953471530732,6
003500,1806,2177,2096,6079,003500,0.297088336897516,0.3581181115315019,0.34479355157098207,5
003600,1981,2755,3719,8455,003600,0.23429923122412774,0.3258426966292135,0.4398580721466588,5
003601,734,821,1160,2715,003601,0.2703499079189687,0.3023941068139963,0.427255985267035,5
003602,605,679,1327,2611,003602,0.23171198774415933,0.26005361930294907,0.5082343929528916,6
003700,1772,2137,3532,7441,003700,0.23814003494154012,0.28719258164225236,0.4746673834162075,6
003800,2295,2765,5542,10602,003800,0.2164685908319185,0.2607998490850783,0.5227315600830033,6
003802,190,69,55,314,003802,0.6050955414012739,0.2197452229299363,0.1751592356687898,0
003805,670,1031,907,2608,003805,0.25690184049079756,0.3953220858895706,0.3477760736196319,5
003900,2554,3219,5633,11406,003900,0.2239172365421708,0.2822198842714361,0.4938628791863931,6
003901,155,159,82,396,003901,0.39141414141414144,0.4015151515151515,0.20707070707070707,1
004000,3152,4006,6628,13786,004000,0.22863774844044682,0.29058465109531406,0.48077760046423906,6
004001,924,1294,931,3149,004001,0.2934264845982852,0.4109241028898063,0.2956494125119085,4
004002,162,252,239,653,004002,0.24808575803981622,0.38591117917304746,0.3660030627871363,5
004100,2819,3390,4900,11109,004100,0.2537582140606715,0.3051579800162031,0.4410838059231254,5
004200,2614,3331,4366,10311,004200,0.25351566288429833,0.3230530501406265,0.42343128697507515,5
004300,2367,3086,4768,10221,004300,0.2315820369826827,0.3019274043635652,0.46649055865375205,5
004301,104,135,64,303,004301,0.3432343234323432,0.44554455445544555,0.21122112211221122,1
004302,313,238,228,779,004302,0.4017971758664955,0.3055198973042362,0.2926829268292683,1
004400,2253,2477,8358,13088,004400,0.1721424205378973,0.1892573349633252,0.6386002444987775,6
004401,966,1357,981,3304,004401,0.2923728813559322,0.4107142857142857,0.2969128329297821,4
004402,376,435,96,907,004402,0.4145534729878721,0.4796030871003308,0.10584343991179714,1
004500,2167,2196,4652,9015,004500,0.2403771491957848,0.24359400998336106,0.5160288408208541,6
004600,980,1198,2170,4348,004600,0.22539098436062557,0.2755289788408464,0.4990800367985281,6
004601,470,462,542,1474,004601,0.31886024423337855,0.31343283582089554,0.3677069199457259,3
004602,299,390,159,848,004602,0.35259433962264153,0.45990566037735847,0.1875,1
004700,2110,2513,4426,9049,004700,0.23317493645706708,0.2777102442258813,0.4891148193170516,6
004701,395,470,301,1166,004701,0.33876500857632935,0.40308747855917665,0.258147512864494,1
004702,279,406,191,876,004702,0.3184931506849315,0.4634703196347032,0.2180365296803653,1
004800,2253,2643,6079,10975,004800,0.20528473804100228,0.24082004555808656,0.5538952164009112,6
004900,1832,2100,4807,8739,004900,0.20963496967616432,0.2403020940611054,0.5500629362627303,6
005000,1749,2153,5006,8908,005000,0.19634036820835205,0.24169286035024698,0.561966771441401,6
005001,651,993,1522,3166,005001,0.20562223626026532,0.3136449778900821,0.48073278584965257,5
005002,837,1156,1896,3889,005002,0.2152224222165081,0.2972486500385703,0.48752892774492157,6
005100,2544,3371,3937,9852,005100,0.2582216808769793,0.34216402760860737,0.3996142915144133,5
005200,1851,1957,3657,7465,005200,0.24795713328868052,0.2621567314132619,0.4898861352980576,6
005201,467,577,1063,2107,005201,0.2216421452301851,0.27384907451352636,0.5045087802562885,6
005202,487,511,1083,2081,005202,0.2340221047573282,0.24555502162421913,0.5204228736184526,6
005300,2266,2741,4053,9060,005300,0.2501103752759382,0.3025386313465784,0.44735099337748346,5
005400,2972,3985,6465,13422,005400,0.22142750707793174,0.29690061093726716,0.4816718819848011,6
005500,1667,2079,2308,6054,005500,0.2753551370994384,0.3434093161546085,0.3812355467459531,5
005501,218,254,1559,2031,005501,0.10733628754308222,0.12506154603643527,0.7676021664204825,6
005502,187,185,940,1312,005502,0.14253048780487804,0.1410060975609756,0.7164634146341463,6
005600,1365,1776,2352,5493,005600,0.2484980884762425,0.3233205898416166,0.4281813216821409,5
005601,462,476,1177,2115,005601,0.21843971631205675,0.22505910165484633,0.556501182033097,6
005602,323,257,649,1229,005602,0.2628152969894223,0.20911310008136696,0.5280716029292107,6
005700,1458,1902,2962,6322,005700,0.23062322049984182,0.30085416007592536,0.46852261942423284,5
005701,523,613,1629,2765,005701,0.1891500904159132,0.2216998191681736,0.5891500904159132,6
005702,283,310,781,1374,005702,0.2059679767103348,0.22561863173216884,0.5684133915574964,6
005800,2205,2827,5177,10209,005800,0.21598589479870703,0.2769125281614262,0.5071015770398668,6
005801,392,506,285,1183,005801,0.33136094674556216,0.42772612003381233,0.24091293322062554,1
005802,618,704,343,1665,005802,0.37117117117117115,0.4228228228228228,0.206006006006006,1
005900,2164,2575,4789,9528,005900,0.227120067170445,0.2702560873215785,0.5026238455079765,6
005901,474,533,937,1944,005901,0.24382716049382716,0.2741769547325103,0.48199588477366256,6
005902,720,1124,1921,3765,005902,0.19123505976095617,0.29853917662682605,0.5102257636122178,6
006000,2000,2631,4623,9254,006000,0.2161227577263886,0.2843094877890642,0.4995677544845472,6
006100,2490,3147,6123,11760,006100,0.21173469387755103,0.26760204081632655,0.5206632653061225,6
006101,509,598,321,1428,006101,0.35644257703081234,0.41876750700280113,0.22478991596638656,1
006102,243,256,231,730,006102,0.33287671232876714,0.3506849315068493,0.31643835616438354,3
006103,326,439,474,1239,006103,0.26311541565778856,0.354317998385795,0.38256658595641646,5
006200,2010,2807,3623,8440,006200,0.2381516587677725,0.33258293838862557,0.4292654028436019,5
006201,479,634,1251,2364,006201,0.20262267343485618,0.26818950930626057,0.5291878172588832,6
006202,403,645,1057,2105,006202,0.19144893111638955,0.30641330166270786,0.5021377672209026,5
006300,2934,3569,7247,13750,006300,0.21338181818181817,0.2595636363636364,0.5270545454545454,6
006301,516,663,596,1775,006301,0.29070422535211266,0.37352112676056337,0.3357746478873239,5
006302,255,257,583,1095,006302,0.2328767123287671,0.23470319634703196,0.5324200913242009,6
006400,2409,3081,6765,12255,006400,0.19657282741738066,0.2514075887392901,0.5520195838433293,6
006500,2102,2553,5966,10621,006500,0.19790980133697392,0.24037284624799923,0.5617173524150268,6
006501,739,960,1726,3425,006501,0.21576642335766424,0.28029197080291973,0.503941605839416,6
006502,359,497,1271,2127,006502,0.16878232251998118,0.23366243535496004,0.5975552421250587,6
006600,1976,2322,6629,10927,006600,0.18083646014459595,0.21250114395533998,0.6066623959000641,6
006601,324,359,302,985,006601,0.32893401015228424,0.36446700507614216,0.3065989847715736,3
006602,222,262,451,935,006602,0.2374331550802139,0.2802139037433155,0.4823529411764706,6
006700,2383,2920,6742,12045,006700,0.19784142797841428,0.24242424242424243,0.5597343295973433,6
006701,378,479,476,1333,006701,0.2835708927231808,0.35933983495873967,0.3570892723180795,5
006702,390,526,740,1656,006702,0.23550724637681159,0.3176328502415459,0.4468599033816425,5
006800,2176,2732,4964,9872,006800,0.22042139384116693,0.276742301458671,0.502836304700162,6
006801,454,458,1578,2490,006801,0.1823293172690763,0.18393574297188756,0.6337349397590362,6
006802,387,442,1550,2379,006802,0.1626733921815889,0.18579234972677597,0.6515342580916351,6
006900,2339,2971,5920,11230,006900,0.2082813891362422,0.2645592163846839,0.5271593944790739,6
006901,387,525,150,1062,006901,0.3644067796610169,0.4943502824858757,0.14124293785310735,1
006902,450,571,331,1352,006902,0.3328402366863905,0.4223372781065089,0.2448224852071006,1
007000,3000,3719,8592,15311,007000,0.1959375612304879,0.2428972634053948,0.5611651753641173,6
007100,2297,2832,6591,11720,007100,0.19598976109215016,0.2416382252559727,0.5623720136518772,6
007101,430,437,161,1028,007101,0.4182879377431907,0.42509727626459143,0.1566147859922179,1
007102,347,397,189,933,007102,0.37191854233654875,0.4255091103965702,0.20257234726688103,1
007200,1591,2143,6345,10079,007200,0.15785296160333367,0.21262029963290008,0.6295267387637662,6
007202,239,337,293,869,007202,0.27502876869965476,0.3878020713463751,0.33716915995397007,5
007300,1707,2072,5502,9281,007300,0.1839241461049456,0.22325180476241785,0.5928240491326365,6
007302,977,1200,1911,4088,007302,0.2389921722113503,0.29354207436399216,0.4674657534246575,6
007303,904,1049,1566,3519,007303,0.25689116226200626,0.2980960500142086,0.44501278772378516,6
007304,648,675,1399,2722,007304,0.23806024981631155,0.24797942689199118,0.5139603232916973,6
007400,1500,1968,3837,7305,007400,0.2053388090349076,0.2694045174537988,0.5252566735112937,6
007401,336,427,1176,1939,007401,0.17328519855595667,0.22021660649819494,0.6064981949458483,6
007402,206,185,814,1205,007402,0.17095435684647303,0.15352697095435686,0.6755186721991702,6
007500,2595,3187,6976,12758,007500,0.2034017871139677,0.24980404452108482,0.5467941683649474,6
007600,2391,2992,5078,10461,007600,0.22856323487238314,0.28601472134595163,0.48542204378166526,6
007700,2671,3253,7822,13746,007700,0.1943110723119453,0.23665066201076676,0.569038265677288,6
007800,2533,3642,6651,12826,007800,0.1974894745049119,0.2839544674879152,0.518556058007173,6
007801,288,359,582,1229,007801,0.23433685923515052,0.2921074043938161,0.4735557363710334,6
007802,195,181,487,863,007802,0.22595596755504055,0.20973348783314022,0.5643105446118193,6
007900,2167,2994,4562,9723,007900,0.2228735986835339,0.30792965134217837,0.4691967499742878,5
007901,454,582,788,1824,007901,0.24890350877192982,0.3190789473684211,0.43201754385964913,5
007902,826,1035,1332,3193,007902,0.2586908863138115,0.3241465706232383,0.4171625430629502,5
007903,528,543,810,1881,007903,0.2807017543859649,0.2886762360446571,0.430622009569378,6
007904,468,545,774,1787,007904,0.26189143816452154,0.3049804141018467,0.4331281477336318,5
007905,628,765,1033,2426,007905,0.2588623248145095,0.31533388293487224,0.4258037922506183,5
008000,1289,1790,3719,6798,008000,0.18961459252721388,0.26331273904089436,0.5470726684318917,6
008001,828,934,1040,2802,008001,0.2955032119914347,0.3333333333333333,0.371163454675232,5
008002,827,925,1283,3035,008002,0.27248764415156507,0.30477759472817134,0.4227347611202636,5
008003,779,990,988,2757,008003,0.28255350018135655,0.3590859630032644,0.35836053681537905,5
008100,1962,2550,5757,10269,008100,0.19106047326906223,0.2483201869704937,0.5606193397604441,6
008101,758,904,1201,2863,008101,0.2647572476423332,0.31575270695075097,0.4194900454069158,5
008102,651,723,1145,2519,008102,0.25843588725684796,0.2870186581976975,0.45454545454545453,6
008200,1648,2235,4455,8338,008200,0.19764931638282562,0.26804989206044616,0.5343007915567283,6
008201,364,483,514,1361,008201,0.2674504041146216,0.35488611315209406,0.3776634827332844,5
008202,414,588,692,1694,008202,0.24439197166469895,0.34710743801652894,0.4085005903187721,5
008300,1735,2453,2822,7010,008300,0.24750356633380885,0.3499286733238231,0.402567760342368,5
008301,781,1153,1112,3046,008301,0.25640183847669074,0.37852921864740646,0.3650689428759028,5
008302,408,467,1818,2693,008302,0.15150389899740066,0.1734125510582993,0.6750835499443001,6
008400,1428,1965,2273,5666,008400,0.2520296505471232,0.34680550653018,0.4011648429226968,5
008401,136,165,547,848,008401,0.16037735849056603,0.1945754716981132,0.6450471698113207,6
008403,259,295,897,1451,008403,0.17849758787043418,0.2033080634045486,0.6181943487250172,6
008404,355,406,1252,2013,008404,0.17635370094386488,0.20168902136115252,0.6219572776949827,6
008500,2448,3354,3272,9074,008500,0.269781794137095,0.36962750716332377,0.3605906986995812,5
008600,1968,2561,3051,7580,008600,0.2596306068601583,0.33786279683377307,0.4025065963060686,5
008601,119,192,1162,1473,008601,0.08078750848608282,0.13034623217922606,0.7888662593346911,6
008602,385,361,1381,2127,008602,0.18100611189468735,0.16972261401034322,0.6492712740949694,6
008603,226,254,1531,2011,008603,0.11238189955246146,0.12630532073595227,0.7613127797115863,6
008700,2429,3374,6351,12154,008700,0.19985190060885305,0.2776040809610005,0.5225440184301464,6
008701,480,780,402,1662,008701,0.2888086642599278,0.4693140794223827,0.24187725631768953,4
008702,221,289,141,651,008702,0.33947772657450076,0.44393241167434716,0.21658986175115208,1
008800,2305,2988,6508,11801,008800,0.19532243030251673,0.2531988814507245,0.5514786882467587,6
008900,1349,1561,3516,6426,008900,0.20992841581076876,0.2429193899782135,0.5471521942110178,6
008901,514,604,1697,2815,008901,0.18259325044404973,0.21456483126110124,0.602841918294849,6
008902,382,449,1056,1887,008902,0.20243773184949657,0.2379438261791203,0.5596184419713831,6
009000,1482,1917,5156,8555,009000,0.17323202805376972,0.22407948568088837,0.6026884862653419,6
009004,419,481,977,1877,009004,0.22322855620671284,0.256259989344699,0.5205114544485882,6
009006,833,872,1988,3693,009006,0.2255618738153263,0.23612239371784458,0.5383157324668292,6
009007,930,755,2020,3705,009007,0.25101214574898784,0.203778677462888,0.5452091767881242,6
009008,452,395,1095,1942,009008,0.23274974253347064,0.20339855818743563,0.5638516992790937,6
009009,566,530,1407,2503,009009,0.2261286456252497,0.21174590491410308,0.5621254494606472,6
009010,703,703,1549,2955,009010,0.23790186125211507,0.23790186125211507,0.5241962774957699,6
009100,1386,1471,4864,7721,009100,0.17951042611060744,0.19051936277684237,0.6299702111125501,6
009104,523,501,1060,2084,009104,0.2509596928982726,0.24040307101727448,0.508637236084453,6
009106,419,438,703,1560,009106,0.2685897435897436,0.28076923076923077,0.45064102564102565,6
009107,730,703,914,2347,009107,0.31103536429484446,0.2995313165743502,0.3894333191308053,2
009109,504,451,724,1679,009109,0.3001786777843955,0.2686122692078618,0.4312090530077427,2
009110,150,125,206,481,009110,0.31185031185031187,0.2598752598752599,0.4282744282744283,2
009112,348,318,414,1080,009112,0.32222222222222224,0.29444444444444445,0.38333333333333336,2
009113,860,731,1786,3377,009113,0.25466390287237195,0.21646431744151615,0.528871779686112,6
009114,618,519,1024,2161,009114,0.2859787135585377,0.24016658954187875,0.47385469689958354,6
009115,357,427,457,1241,009115,0.2876712328767123,0.3440773569701853,0.3682514101531023,5
009116,701,649,1068,2418,009116,0.28990901571546734,0.2684036393713813,0.44168734491315137,6
009200,2593,3368,5154,11115,009200,0.23328834907782275,0.30301394511920826,0.463697705802969,5
009300,1599,2052,4258,7909,009300,0.20217473764066254,0.25945125806043745,0.5383740042989,6
009301,1010,1262,865,3137,009301,0.32196365954733824,0.40229518648390183,0.27574115396876,1
009302,653,913,870,2436,009302,0.2680623973727422,0.37479474548440067,0.35714285714285715,5
009400,2134,2255,3030,7419,009400,0.287639843644696,0.3039493193152716,0.40841083704003234,5
009401,646,723,1263,2632,009401,0.2454407294832827,0.27469604863221886,0.4798632218844985,6
009402,513,509,1151,2173,009402,0.23607915324436263,0.23423838011965026,0.5296824666359871,6
009500,1494,1651,3871,7016,009500,0.2129418472063854,0.23531927023945268,0.5517388825541619,6
009501,594,619,1360,2573,009501,0.2308589195491644,0.24057520404197436,0.5285658764088612,6
009502,859,857,1717,3433,009502,0.250218467812409,0.24963588697931838,0.5001456452082726,6
009600,2293,2838,4818,9949,009600,0.23047542466579557,0.2852547994773344,0.48426977585687003,6
009601,570,721,982,2273,009601,0.2507699076110867,0.3172019357677079,0.4320281566212055,5
009602,508,646,805,1959,009602,0.259315977539561,0.32976008167432364,0.4109239407861154,5
009603,274,321,92,687,009603,0.3988355167394469,0.4672489082969432,0.1339155749636099,1
009604,147,182,58,387,009604,0.3798449612403101,0.4702842377260982,0.14987080103359174,1
009700,1294,1546,3242,6082,009700,0.21275896086813548,0.25419269976981257,0.533048339362052,6
009701,674,831,1574,3079,009701,0.21890224098733355,0.2698928223449172,0.5112049366677492,6
009702,890,1012,1891,3793,009702,0.23464276298444503,0.2668072765620881,0.4985499604534669,6
009703,335,323,1257,1915,009703,0.17493472584856398,0.16866840731070495,0.6563968668407311,6
009800,2198,3044,6209,11451,009800,0.19194830145838793,0.265828311937822,0.5422233866037901,6
009900,1111,1376,3600,6087,009900,0.18252012485625102,0.22605552817479876,0.5914243469689502,6
010000,1869,2290,4095,8254,010000,0.2264356675551248,0.27744124061061304,0.4961230918342622,6
010001,384,562,564,1510,010001,0.2543046357615894,0.37218543046357616,0.37350993377483444,5
010002,575,706,676,1957,010002,0.29381706693919263,0.36075625958099133,0.34542667347981604,5
010003,537,757,752,2046,010003,0.2624633431085044,0.3699902248289345,0.3675464320625611,5
010100,3324,4602,7676,15602,010100,0.21304960902448403,0.2949621843353416,0.49198820664017434,6
010101,1870,2251,3716,7837,010101,0.2386117136659436,0.2872272553272936,0.47416103100676277,6
010102,1736,2116,2874,6726,010102,0.25810288432946776,0.3146000594707107,0.4272970561998216,5
010103,560,733,891,2184,010103,0.2564102564102564,0.3356227106227106,0.40796703296703296,5
010200,5454,6563,10885,22902,010200,0.23814514016243124,0.2865688586149681,0.4752860012226007,6
010201,850,1131,1238,3219,010201,0.26405716060888473,0.35135135135135137,0.3845914880397639,5
010202,1004,1252,1321,3577,010202,0.28068213586804586,0.3500139781940173,0.36930388593793684,5
010300,3933,4719,9104,17756,010300,0.22150259067357514,0.2657693174138319,0.5127280919125929,6
010301,599,728,1316,2643,010301,0.2266363980325388,0.2754445705637533,0.4979190314037079,6
010321,377,373,835,1585,010321,0.23785488958990536,0.23533123028391167,0.526813880126183,6
010322,491,524,1017,2032,010322,0.24163385826771652,0.2578740157480315,0.500492125984252,6
010400,4505,5606,7696,17807,010400,0.2529903970348739,0.3148200146009996,0.43218958836412646,5
010500,4466,5241,9634,19341,010500,0.23090843286283025,0.27097874980611136,0.4981128173310584,6
010501,852,1115,1655,3622,010501,0.23522915516289342,0.30784097183876313,0.4569298729983435,5
010502,908,1139,1951,3998,010502,0.2271135567783892,0.28489244622311155,0.48799399699849927,6
010503,224,267,526,1017,010503,0.22025565388397247,0.26253687315634217,0.5172074729596854,6
010600,3681,4350,6446,14477,010600,0.25426538647509844,0.30047661808385717,0.44525799544104444,5
010601,1168,1431,3567,6166,010601,0.1894258838793383,0.23207914369120985,0.5784949724294518,6
010602,1595,1934,4009,7538,010602,0.2115945874237198,0.2565667285752189,0.5318386840010613,6
010700,2855,3733,5301,11889,010700,0.24013794263605012,0.313987719740937,0.4458743376230129,5
010701,1170,1474,2812,5456,010701,0.21444281524926687,0.2701612903225806,0.5153958944281525,6
010702,1109,1437,2373,4919,010702,0.22545232770888393,0.2921325472657044,0.4824151250254117,6
010703,401,607,529,1537,010703,0.2608978529603123,0.394925178919974,0.3441769681197137,5
010800,3054,3957,7310,14321,010800,0.213253264436841,0.27630752042455137,0.5104392151386077,6
010801,1116,1315,3010,5441,010801,0.2051093548979967,0.24168351405991545,0.5532071310420879,6
010802,1083,1090,2729,4902,010802,0.22093023255813954,0.22235822113423093,0.5567115463076295,6
010803,1216,1291,3077,5584,010803,0.2177650429799427,0.23119627507163323,0.5510386819484241,6
